time,field,id,depth,pressure,temperature,oil_spill
0,Snorre,1.0,21.40190710924343,209.8498775793933,7.097929041001041,0.0
1,Snorre,1.0,22.965125635679208,223.63726173217825,6.78390235107155,0.0
2,Snorre,1.0,27.439897978189887,265.66771052338134,6.007207387841133,0.0
3,Snorre,1.0,25.275532125941375,247.63043914111245,7.013393708874861,0.0
4,Snorre,1.0,28.04652669134619,275.71457078665964,5.7458173027940225,0.0
5,Snorre,1.0,22.430354392445892,213.34914193955484,6.9186433628965,0.0
6,Snorre,1.0,23.67775178487352,234.09718507137924,6.987290635221257,0.0
7,Snorre,1.0,30.516915437107286,297.3659888321781,5.838081166444634,0.0
8,Snorre,1.0,33.05432415930912,322.9111369380966,5.669892561783686,0.0
9,Snorre,1.0,22.848879301801166,225.63480107926281,7.128504636060629,0.0
10,Snorre,1.0,30.47440495566356,299.1771857264018,5.897008975233543,0.0
11,Snorre,1.0,25.45208287091995,245.5561023068865,6.614318045094131,0.0
12,Snorre,1.0,21.045213857674177,206.27509966799443,7.344703907331424,0.0
13,Snorre,1.0,27.77880190253313,267.31630392639283,6.215501319748184,0.0
14,Snorre,1.0,29.99893383692192,293.98862812494514,6.097351533083843,0.0
15,Snorre,1.0,23.92733188508594,238.10604659510406,7.199302383045219,0.0
16,Snorre,1.0,24.468076104077042,245.39711679462428,6.735178877593641,0.0
17,Snorre,1.0,31.232832721176123,306.7287368965965,5.925438039009136,0.0
18,Snorre,1.0,27.63024051564181,268.194897574429,6.51152671765476,0.0
19,Snorre,1.0,24.87276614237789,244.3512602993085,6.834967186990058,0.0
20,Snorre,1.0,23.250021801226858,228.53807364931265,6.867486657425236,0.0
21,Snorre,1.0,24.874431722237595,248.64742071031426,6.789325610469419,0.0
22,Snorre,1.0,22.68165399684482,219.2043941369023,7.087675658598759,0.0
23,Snorre,1.0,21.905447109030618,215.24817559460496,7.076645605524179,0.0
24,Snorre,1.0,31.020757264412882,297.7268406823657,5.909555675242423,0.0
25,Snorre,1.0,19.013898897336414,186.5274585166206,7.5997335722629895,0.0
26,Snorre,1.0,25.160878901795733,245.2783861687943,6.740366428381457,0.0
27,Snorre,1.0,29.770612404315315,288.2512339168264,5.922337851159531,0.0
28,Snorre,1.0,26.122361696092078,256.75521845413084,6.526496230133172,0.0
29,Snorre,1.0,26.930296755342216,265.9929237073195,5.944281917724607,0.0
30,Snorre,1.0,4.148439838939396,36.43968318352094,13.190352834003757,5.851560161060604
31,Snorre,1.0,7.005736562189629,69.50991152353679,10.732307091003843,2.994263437810371
32,Snorre,1.0,3.708570649077391,36.47923067711615,13.574215715128217,6.291429350922609
33,Snorre,1.0,30.790063359579882,302.84750125439376,5.986630045564353,0.0
34,Snorre,1.0,27.223346707656894,269.0365900143094,6.8371273068530565,0.0
35,Snorre,1.0,20.92957978362491,209.2528424957776,7.4743296576237475,0.0
36,Snorre,1.0,30.82237120037329,304.8046271674926,5.9441582564432895,0.0
37,Snorre,1.0,25.12388956377277,244.9161667068183,6.968643721226935,0.0
38,Snorre,1.0,22.769673966583337,222.54249878100518,7.049481986780055,0.0
39,Snorre,1.0,31.231308089466193,306.79524419660197,6.3385342695838744,0.0
40,Snorre,1.0,26.34745679986581,254.0926580908631,6.5728168511026235,0.0
41,Snorre,1.0,20.110995563821707,200.45757726051116,7.446123096063086,0.0
42,Snorre,1.0,27.757623663614034,269.7382007939621,6.624006488708666,0.0
43,Snorre,1.0,27.694340409174522,269.78927839045514,6.088044349236512,0.0
44,Snorre,1.0,21.182190735241257,210.6217472730741,7.094170801729436,0.0
45,Snorre,1.0,21.759376991878582,215.75197582652004,7.069319163157567,0.0
46,Snorre,1.0,27.3713609224307,265.7319680133921,6.3155156989545125,0.0
47,Snorre,1.0,26.935760001163544,264.1119607100177,6.490981623724088,0.0
48,Snorre,1.0,28.756648740306368,281.8083653204165,6.301348182835104,0.0
49,Snorre,1.0,16.753053918775215,168.65063696632996,7.98044825006791,0.0
50,Snorre,1.0,23.35993125710421,226.70150525699023,7.083561233329947,0.0
51,Snorre,1.0,14.094924734107384,139.18563380138025,8.931288516678677,0.0
52,Snorre,1.0,10.110331984925129,96.632932343077,9.891827294451982,0.0
53,Snorre,1.0,25.423935875534845,248.81104864672403,6.68382607652073,0.0
54,Snorre,1.0,27.81835395561358,273.545841232709,6.25513476288463,0.0
55,Snorre,1.0,24.3329141367572,238.08855084456974,6.612765180251148,0.0
56,Snorre,1.0,24.60659206908665,246.9835239800939,6.803398220011747,0.0
57,Snorre,1.0,24.83190923674465,236.68025073885113,6.652635210235426,0.0
58,Snorre,1.0,20.50841013100966,202.17330124774256,7.692591328780191,0.0
59,Snorre,1.0,26.894764415226945,259.59324754887285,6.767882555015633,0.0
60,Snorre,1.0,18.882763884874702,188.17905861314384,8.007545619317902,0.0
61,Snorre,1.0,26.458851298111043,256.26158134133357,6.5797773146581875,0.0
62,Snorre,1.0,20.884196324562648,206.48049710231055,7.04540309880826,0.0
63,Snorre,1.0,21.405885074789296,209.3894482353031,7.307238187879136,0.0
64,Snorre,1.0,27.335415389733946,270.8832833848744,6.857615933084961,0.0
65,Snorre,1.0,25.605974692333746,253.4878508034526,6.393343076577679,0.0
66,Snorre,1.0,23.672407913999688,232.14681567503,6.815453237380448,0.0
67,Snorre,1.0,27.87453605667763,279.1206104022018,6.17497924334802,0.0
68,Snorre,1.0,27.555867024616994,267.60645398248636,6.824677489192234,0.0
69,Snorre,1.0,27.142744141946473,264.2365021546784,6.604384466795901,0.0
70,Snorre,1.0,23.904289875894012,238.02462349821428,6.783101384637957,0.0
71,Snorre,1.0,30.52306333945498,300.67151560613894,6.049116345549164,0.0
72,Snorre,1.0,29.824418934308138,287.65642924597864,6.291792759667248,0.0
73,Snorre,1.0,31.243329765474925,305.6552142467752,5.743295905114813,0.0
74,Snorre,1.0,26.238558997548175,261.15437421462116,6.516189013015599,0.0
75,Snorre,1.0,28.058780993052565,279.31068249923516,6.335591059373026,0.0
76,Snorre,1.0,29.094614713453847,287.70307992199594,6.322309970675623,0.0
77,Snorre,1.0,19.935974107711782,196.98715867431503,7.366318195917681,0.0
78,Snorre,1.0,26.989195756252503,261.92069836223885,6.383361437808886,0.0
79,Snorre,1.0,24.104770410265495,239.47266335696514,6.93690594916579,0.0
80,Snorre,1.0,25.934016459715306,254.21869893881433,6.6963732278329395,0.0
81,Snorre,1.0,25.789820755671204,248.88607301257102,6.692479939716441,0.0
82,Snorre,1.0,16.395721307890696,156.8541291294139,8.573576432555742,0.0
83,Snorre,1.0,24.172750818115205,238.81793834840258,6.403544679349354,0.0
84,Snorre,1.0,23.27281707684591,229.3094334853956,6.67195931154009,0.0
85,Snorre,1.0,21.72753856184923,211.60889356915936,7.178879811223814,0.0
86,Snorre,1.0,20.094587661126667,197.124956022114,7.251497098193915,0.0
87,Snorre,1.0,21.72984405139477,215.23885229209088,7.083339728965003,0.0
88,Snorre,1.0,29.576596866936704,294.99621165837726,5.991952239945148,0.0
89,Snorre,1.0,21.329690174598028,208.8809847647309,7.2016077017330025,0.0
90,Snorre,1.0,23.290862129818137,223.06619291750647,7.075641821481996,0.0
91,Snorre,1.0,25.2643609056664,246.1288024050123,6.654886178198125,0.0
92,Snorre,1.0,24.43099063618887,236.9704722069069,7.0235753427958585,0.0
93,Snorre,1.0,23.771219472884685,230.6666134450268,6.870079406011398,0.0
94,Snorre,1.0,25.897244152370458,252.7958376205639,6.770050465973097,0.0
95,Snorre,1.0,32.357977713823594,315.17247678059977,5.6339303649637955,0.0
96,Snorre,1.0,25.369351527175617,249.0813422024958,6.4116398539069595,0.0
97,Snorre,1.0,31.358533987157383,310.18528184438424,5.788166668916084,0.0
98,Snorre,1.0,27.97438366993014,274.5065006516857,6.144764341429378,0.0
99,Snorre,1.0,29.887654219615577,291.6999206456416,5.570971682923764,0.0
100,Snorre,1.0,30.341607286006994,305.08040964390625,5.59805507242784,0.0
101,Snorre,1.0,32.687296465275104,320.9541846516626,5.6839817348583965,0.0
102,Snorre,1.0,19.814475489828137,200.34868979072624,7.977619764763187,0.0
103,Snorre,1.0,26.33926560045851,256.16926575657874,6.120312725831356,0.0
104,Snorre,1.0,29.794222962734203,296.91778934860486,5.9883188967777325,0.0
105,Snorre,1.0,25.0517611148314,244.3786707238075,6.595415652617775,0.0
106,Snorre,1.0,28.457144687012402,276.7477678792928,6.294839587808482,0.0
107,Snorre,1.0,31.580644652384418,312.26990910035084,5.844366836426709,0.0
108,Snorre,1.0,33.15000895364728,320.80179097778347,5.665215799037279,0.0
109,Snorre,1.0,23.591711726931603,228.404378126925,6.980980531974776,0.0
110,Snorre,1.0,21.662323265675308,211.98829277464986,7.074326898905712,0.0
111,Snorre,1.0,28.530847534043822,280.87036109964083,6.183687851698173,0.0
112,Snorre,1.0,27.418616205519772,267.02665602046807,6.12143808676771,0.0
113,Snorre,1.0,27.93775951845519,270.86156514112906,6.14585097645557,0.0
114,Snorre,1.0,26.295136338533496,260.2162700648903,6.820964825169423,0.0
115,Snorre,1.0,20.869850040096328,204.64282974702112,7.30689503481331,0.0
116,Snorre,1.0,28.190893102098215,270.9228838626881,6.5638503826257395,0.0
117,Snorre,1.0,16.66214269899112,166.5729807142047,8.357649125855753,0.0
118,Snorre,1.0,13.99508643468663,135.47849251524647,8.764915123626857,0.0
119,Snorre,1.0,24.105821264817745,240.7104409015113,7.122367820179175,0.0
120,Snorre,1.0,23.074068221351972,218.53004258332618,7.00247552098289,0.0
121,Snorre,1.0,19.79789079474221,194.48227291468888,7.683192044247892,0.0
122,Snorre,1.0,18.898471397003526,186.59780376898323,7.807680164166254,0.0
123,Snorre,1.0,25.96744626201544,258.60357149138895,6.56770356749071,0.0
124,Snorre,1.0,19.140251762055794,190.28221406047174,7.75033431787246,0.0
125,Snorre,1.0,32.52710400956588,320.2618204701578,5.789825588893052,0.0
126,Snorre,1.0,23.332110969342416,230.25379096823664,7.163645471596741,0.0
127,Snorre,1.0,26.27234815975745,256.56604873187604,6.750286700289514,0.0
128,Snorre,1.0,29.472799797653636,291.89217076960523,6.133215416681876,0.0
129,Snorre,1.0,24.44283921195212,239.02872426370445,6.989567281154919,0.0
130,Snorre,1.0,23.883455793081474,234.9741781419952,6.408572789938261,0.0
131,Snorre,1.0,29.9316056576255,290.30248086874343,6.013859519632302,0.0
132,Snorre,1.0,32.02747601088831,314.21464488908737,5.6548142025248405,0.0
133,Snorre,1.0,26.61049632783891,256.3483211775755,6.203675095743031,0.0
134,Snorre,1.0,27.318446682410848,267.44878592841775,6.397488551519913,0.0
135,Snorre,1.0,23.361145307169078,230.74325805867863,7.043259929744518,0.0
136,Snorre,1.0,22.176095348110746,212.35751014023717,6.918485210309442,0.0
137,Snorre,1.0,22.44619552755155,218.77888340550575,7.023376722391356,0.0
138,Snorre,1.0,23.378081480979972,222.4689385813526,6.896192939923913,0.0
139,Snorre,1.0,32.670602056737806,320.38871985999765,6.0894836673018755,0.0
140,Snorre,1.0,34.13187885857301,340.47271319022155,5.807836872178102,0.0
141,Snorre,1.0,19.78841281915109,192.36247054814504,7.219845529790323,0.0
142,Snorre,1.0,23.797077638328172,235.41435877094503,7.083635936977612,0.0
143,Snorre,1.0,29.246572985100517,284.377237893664,6.25782086729275,0.0
144,Snorre,1.0,21.38415588859285,210.2773553391852,7.340590018712472,0.0
145,Snorre,1.0,26.723243697606037,258.5629264121262,6.4620478591432375,0.0
146,Snorre,1.0,27.32806554955895,265.98017318134526,6.028086323299976,0.0
147,Snorre,1.0,21.182419390141757,209.1979737681525,7.604146210205549,0.0
148,Snorre,1.0,23.466202388252043,232.49023682200215,6.961027350674299,0.0
149,Snorre,1.0,27.133500503212964,267.2519315144482,6.5380221221559855,0.0
150,Snorre,1.0,22.71532039469194,222.7539159644252,7.075041836422045,0.0
151,Snorre,1.0,24.997794394508812,247.06235647766198,6.685774038203725,0.0
152,Snorre,1.0,28.863180360446158,285.84502571444324,5.968800712178714,0.0
153,Snorre,1.0,16.10722771834167,157.95402743191173,7.911609375269899,0.0
154,Snorre,1.0,26.47185450714276,261.70026574901544,6.091819963063403,0.0
155,Snorre,1.0,22.44015907056987,218.4466940027674,7.279547091404401,0.0
156,Snorre,1.0,23.192647041273815,226.61331720798736,7.209701633952097,0.0
157,Snorre,1.0,22.79375422622706,228.05987603108676,6.853073382801117,0.0
158,Snorre,1.0,25.829811552197988,251.04105896009276,6.764903422052756,0.0
159,Snorre,1.0,31.253516734786807,307.33512092110476,5.8629683159797645,0.0
160,Snorre,1.0,27.744879167073176,273.60038100114434,6.145828529857263,0.0
161,Snorre,1.0,26.145504667873166,258.5849525428263,6.4450592890747815,0.0
162,Snorre,1.0,29.635920944506072,293.6603002727166,5.934713497363229,0.0
163,Snorre,1.0,26.06734512876784,256.2391959138715,6.642349980307723,0.0
164,Snorre,1.0,29.497626154682173,290.6428844632574,6.274264465864227,0.0
165,Snorre,1.0,23.154445469763985,226.84890962678085,6.737615654367951,0.0
166,Snorre,1.0,25.745204159646658,249.63688288720755,6.54247483583505,0.0
167,Snorre,1.0,29.59784692781885,294.0272245381512,5.8100011576397605,0.0
168,Snorre,1.0,28.949212844804585,281.8766973728958,6.268259642201679,0.0
169,Snorre,1.0,31.403944837351744,307.9017846911972,5.945670201370137,0.0
170,Snorre,1.0,26.856059970810605,262.5421085485448,6.446973346252796,0.0
171,Snorre,1.0,26.169302415685042,260.60929049450243,6.201562994990044,0.0
172,Snorre,1.0,29.7297778308861,287.88566991764515,6.264458846010396,0.0
173,Snorre,1.0,23.95506631845494,238.30703815895225,6.709925372895551,0.0
174,Snorre,1.0,22.312902708863085,216.31368038011132,7.047391366769413,0.0
175,Snorre,1.0,27.021029868751242,264.60629144781683,6.4199247535087265,0.0
176,Snorre,1.0,23.724167892758018,235.63081515574333,7.042971662728363,0.0
177,Snorre,1.0,23.625074086171452,230.27002971889814,6.64649217231319,0.0
178,Snorre,1.0,21.759965382755194,212.90009601904268,6.895238781268182,0.0
179,Snorre,1.0,26.194206705987686,255.8455283650887,6.078801135239392,0.0
180,Snorre,1.0,16.295333130760937,158.99061311267147,8.43395635753667,0.0
181,Snorre,1.0,20.78983051032285,205.50893907381362,7.432938955591738,0.0
182,Snorre,1.0,19.813594879320334,196.46295584445096,7.583921849341005,0.0
183,Snorre,1.0,23.731118959544165,233.40366636935212,6.94949192167183,0.0
