time,field,id,depth,pressure,temperature,oil_spill
0,Frigg,0.0,24.71702033174324,248.00709839894694,2.4511754222696838,0.23192130371315456
1,Frigg,0.0,24.927732698833324,246.8048172987885,2.54098805905839,0.4325596306293566
2,Frigg,0.0,24.55051301275167,236.60352255323477,2.5773607769243356,0.3507541923763181
3,Frigg,0.0,26.434499284362378,264.64577002784324,2.5101340639408636,0.527473055876451
4,Frigg,0.0,24.31426839365235,234.2070652502805,2.442995304781824,0.23192130371315456
5,Frigg,0.0,34.07628476187024,339.8310091482791,2.3744264126828853,0.2654293470228317
6,Frigg,0.0,23.064443149163314,225.384437495792,2.35531944743914,0.2717828102033362
7,Frigg,0.0,24.53212335565556,241.414621516856,2.833735477728745,0.3784843085798797
8,Frigg,0.0,29.918457110682915,297.9118407415146,2.4001474182297566,0.2612100315470639
9,Frigg,0.0,27.738916793088865,274.3750437884107,2.7033715479526954,0.39388122076238336
10,Frigg,0.0,24.18310961914458,242.30980948957392,2.5266851520632243,0.31729472312185253
11,Frigg,0.0,26.410215085129707,257.5996525311821,2.4953352143286494,0.5597562415969461
12,Frigg,0.0,18.434628495926255,173.06475546127757,2.6252860149984882,0.624833777673014
13,Frigg,0.0,23.96702322454889,233.06329035945436,2.591208973725641,0.4626825329575599
14,Frigg,0.0,23.549852559438346,234.9061069623319,2.859088695485843,0.9136437333257927
15,Frigg,0.0,22.52806264329074,220.8960405335696,2.367246426542797,0.6138346123697859
16,Frigg,0.0,16.80875687190737,167.01290275189538,2.7560679308071516,0.23192130371315456
17,Frigg,0.0,19.476536178901203,190.90944462933638,2.6834591793382536,0.4926049262043604
18,Frigg,0.0,18.8458132204899,182.58632965383268,2.550101139947113,0.5406950658398135
19,Frigg,0.0,22.739800049080067,225.0988394289745,2.710689700845542,0.23192130371315456
20,Frigg,0.0,16.730012732076375,161.82292860989818,2.8547582159693086,0.264208624915107
21,Frigg,0.0,23.547805449947447,233.5639053308716,2.6515394344482637,0.8424932665461065
22,Frigg,0.0,14.848228979826224,149.3746284729639,2.8092303790533637,0.23192130371315456
23,Frigg,0.0,25.43524953161576,253.52492889305026,2.031806536559728,0.25555676800098465
24,Frigg,0.0,19.8524844514725,192.3315767091238,2.7042002429018295,0.45276728921287523
25,Frigg,0.0,20.776580174506627,202.6533791138425,2.2745203401639027,0.5518745051782386
26,Frigg,0.0,22.326719937072724,215.73926576198767,2.6516684623687476,0.23192130371315456
27,Frigg,0.0,21.985758466008,218.48663892460397,2.313324447118158,0.23192130371315456
28,Frigg,0.0,19.33696404555829,188.72876694491626,2.404425814812451,0.48129234804743254
29,Frigg,0.0,25.88540897517308,253.8953839981233,2.6093712894234615,0.6117722199580166
30,Frigg,0.0,21.841425496122646,211.2625265604597,2.5511431341256046,0.4561520226043442
31,Frigg,0.0,22.218734874520987,215.7515486244709,2.9267156909639698,0.44614762851807377
32,Frigg,0.0,22.857707005721352,221.3722709652923,2.510318749262669,0.5598495912288619
33,Frigg,0.0,23.87532774879715,239.98387231036796,2.4720450171890156,0.576303469113876
34,Frigg,0.0,26.599209821461955,260.5083765317753,2.7177477184102363,0.23192130371315456
35,Frigg,0.0,22.513065038625324,221.89341428999347,2.4386552612981864,0.39732478036212454
36,Frigg,0.0,24.21402485140183,240.0907790605468,2.0859026414835617,0.2969211485649502
37,Frigg,0.0,29.491818359077783,290.39321655946776,2.3506714200749297,0.23192130371315456
38,Frigg,0.0,26.89241486227613,269.3466217829796,2.865699876721644,0.32978757948863163
39,Frigg,0.0,22.455321583977067,222.81833215369898,2.5514930341271724,0.34025783885961347
40,Frigg,0.0,22.446768744878845,213.47284183801835,3.2403692559058825,0.23192130371315456
41,Frigg,0.0,26.384575298241035,262.14359635511124,2.229364336076709,0.642609797883623
42,Frigg,0.0,24.08385580769426,232.99016201578084,2.633613737060975,0.575789474514041
43,Frigg,0.0,20.78183781476828,207.44742226718523,2.4554285844869232,0.23192130371315456
44,Frigg,0.0,19.721551756637098,191.81382752547296,2.5475527263597013,0.46692922803821807
45,Frigg,0.0,14.587174034878698,142.5700302787305,3.398872135326974,0.5105554878348054
46,Frigg,0.0,21.583835040159006,208.9670997754784,2.8227127232425278,0.3190140811308949
47,Frigg,0.0,26.84752095789447,266.6086510913325,2.3887561107919106,0.40758295582840404
48,Frigg,0.0,20.752488747238456,203.5080756743002,2.213588091156063,0.6661019580779463
49,Frigg,0.0,22.615591856416025,224.67736845300132,2.37120686975406,0.23192130371315456
50,Frigg,0.0,21.931673015264973,214.96713620302975,2.6357365948126854,0.39019258810604746
51,Frigg,0.0,21.801823705955655,211.92585137598482,2.678372692222197,0.4222248155956766
52,Frigg,0.0,22.650127150370164,222.93517050627014,1.9773611852411201,0.42271826997011797
53,Frigg,0.0,16.432319168898573,155.68652999471178,2.9503320425577053,0.23192130371315456
54,Frigg,0.0,21.523055189820703,211.254019650794,2.7318688570125227,0.3752622410400677
55,Frigg,0.0,22.284810526187886,221.07378722082103,2.7812043623139378,0.41683449150629115
56,Frigg,0.0,24.527421623396854,242.7175240149433,2.9294661085750526,0.477917906771977
57,Frigg,0.0,24.63150091300833,246.22730206648038,2.8553939962033144,0.3152312820937949
58,Frigg,0.0,21.57182446377794,216.06819027823434,2.6121044713459742,0.4243058085224902
59,Frigg,0.0,24.486783981247875,241.00515866009846,2.5910889396541985,0.23192130371315456
60,Frigg,0.0,27.079393671392936,263.41134382820775,2.6330273539882025,0.2820705709913469
